Header lenght,Source MAC,Destination MAC,IP Protocol,Packet Type,Source IP adress,Destination IP adress,DSCP,ECN,IP ID,IP Fragment Offset,Traffic Class,Flow label,Source Port,Destination Port,IPv6 Extension,IPv6 Extension Lenght,Number of IPv6 Extension,IP header lenght,TCP Header Lenght,TTL,Hop Limit,Payload Size,TCP Window Size,UDP header Lenght,Timestamp,TCP Flag,SYCK Num,ACK Num,TCP Kind,TCP Options Lenght,Number of Options,ARP Hardware Type,ARP Protocol,ARP Hardware Size,ARP Protocol Size,ARP Opcode val,Sender's mac,Sender's IP,Target mac,Target IP,ICMP Type,ICMP code,Checksum,ICMP Echo,Sequence,IGMP Type,IGMP Max response,IGMP Checksum,Group Addr,Hash Identification
55,00:fd:22:38:9e:5c,30:03:c8:3c:a8:85,0x0800,TCP,172.22.125.1,35.190.80.1,0,0,238,0,,,56656,443,,,,20,20,128,,1,251,,1751825538,0x16,1924379239,2446080391,,,,,,,,,,,,,,,,,,,,,,11254115233179708574
66,30:03:c8:3c:a8:85,00:fd:22:38:9e:5c,0x0800,TCP,35.190.80.1,172.22.125.1,0,0,141,0,,,443,56656,,,,20,32,122,,0,1045,,1751825538,0x16,2446080391,1924379240,1:,12,1,,,,,,,,,,,,,,,,,,,17389138971644530979
86,33:33:ff:3c:a4:e8,20:1e:88:ee:32:34,0x86DD,TCP,fe80:0000:0000:0000:3284:3568:3d3c:a4e8,ff02:0000:0000:0000:0000:0001:ff3c:a4e8,0,0,,,0,0,0,5120,0-131-255-,40,3,88,8,,1,86,35054,,1751825538,0x30,1610625843,2197876167,,,,,,,,,,,,,,,,,,,,,,4799448008846598126
86,33:33:00:00:00:fb,20:1e:88:ee:32:34,0x86DD,TCP,fe80:0000:0000:0000:3284:3568:3d3c:a4e8,ff02:0000:0000:0000:0000:0000:0000:00fb,0,0,,,0,0,0,5120,0-131-255-,40,3,88,8,,1,86,55758,,1751825538,0x90,2325741567,2197828639,,,,,,,,,,,,,,,,,,,,,,10026357680609772394
86,ff:ff:ff:ff:ff:ff,2e:5a:d9:ce:8d:ce,0x0800,UDP,172.22.120.191,172.22.127.255,0,0,231,0,,,57621,57621,,,,20,,64,,44,,52,1751825538,,,,,,,,,,,,,,,,,,,,,,,,,17330142737248766642
93,01:00:5e:00:00:fb,30:03:c8:3c:a8:85,0x0800,UDP,172.22.125.1,224.0.0.251,0,0,85,0,,,5353,5353,,,,20,,1,,51,,59,1751825538,,,,,,,,,,,,,,,,,,,,,,,,,17823270597801400490
113,33:33:00:00:00:fb,30:03:c8:3c:a8:85,0x86DD,UDP,fe80:0000:0000:0000:8a92:5006:e786:3689,ff02:0000:0000:0000:0000:0000:0000:00fb,0,0,,,0,159085,5353,5353,,0,0,40,,,1,51,,59,1751825538,,,,,,,,,,,,,,,,,,,,,,,,,8425070107305562585
103,01:00:5e:00:00:fb,ca:b2:da:67:56:f9,0x0800,UDP,172.22.120.240,224.0.0.251,0,0,144,0,,,5353,5353,,,,20,,255,,61,,69,1751825538,,,,,,,,,,,,,,,,,,,,,,,,,12688020646174080372
123,33:33:00:00:00:fb,ca:b2:da:67:56:f9,0x86DD,UDP,fe80:0000:0000:0000:c8b2:daff:fe67:56f9,ff02:0000:0000:0000:0000:0000:0000:00fb,0,0,,,0,760022,5353,5353,,0,0,40,,,255,61,,69,1751825538,,,,,,,,,,,,,,,,,,,,,,,,,1102279066641972278
93,01:00:5e:00:00:fb,30:03:c8:3c:a8:85,0x0800,UDP,172.22.125.1,224.0.0.251,0,0,86,0,,,5353,5353,,,,20,,1,,51,,59,1751825538,,,,,,,,,,,,,,,,,,,,,,,,,17823270597801400490
113,33:33:00:00:00:fb,30:03:c8:3c:a8:85,0x86DD,UDP,fe80:0000:0000:0000:8a92:5006:e786:3689,ff02:0000:0000:0000:0000:0000:0000:00fb,0,0,,,0,159085,5353,5353,,0,0,40,,,1,51,,59,1751825538,,,,,,,,,,,,,,,,,,,,,,,,,8425070107305562585
92,ff:ff:ff:ff:ff:ff,10:68:38:a3:ff:49,0x0800,UDP,172.22.120.137,172.22.127.255,0,0,227,0,,,137,137,,,,20,,128,,50,,58,1751825538,,,,,,,,,,,,,,,,,,,,,,,,,5744518551174260364
143,01:00:5e:7f:ff:fa,f4:c8:8a:4d:ad:3c,0x0800,UDP,172.22.127.200,239.255.255.250,0,0,244,0,,,61996,1900,,,,20,,4,,101,,109,1751825538,,,,,,,,,,,,,,,,,,,,,,,,,6464689922539861423
99,01:00:5e:00:00:fb,16:23:10:8c:b8:de,0x0800,UDP,172.22.122.209,224.0.0.251,0,0,7,0,,,5353,5353,,,,20,,255,,57,,65,1751825538,,,,,,,,,,,,,,,,,,,,,,,,,7226553281552884509
119,33:33:00:00:00:fb,16:23:10:8c:b8:de,0x86DD,UDP,fe80:0000:0000:0000:10a8:995a:743a:7fcc,ff02:0000:0000:0000:0000:0000:0000:00fb,0,0,,,0,460032,5353,5353,,0,0,40,,,255,57,,65,1751825538,,,,,,,,,,,,,,,,,,,,,,,,,4239380941683794453
82,ff:ff:ff:ff:ff:ff,da:6f:f8:43:c8:e1,0x0800,UDP,172.22.127.164,172.22.127.255,0,0,251,0,,,57621,57621,,,,20,,64,,40,,48,1751825538,,,,,,,,,,,,,,,,,,,,,,,,,1193310146944154645
86,33:33:ff:e5:f4:0f,22:05:0b:c4:48:f1,0x86DD,14,fe80:0000:0000:0000:00d3:f6bd:3437:a80d,ff02:0000:0000:0000:0000:0002:ffe5:f40f,0,0,,,0,0,,,0-131-255-,40,3,88,,,1,,,,1751825538,,,,,,,,,,,,,,,,,,,,,,,,,15593842728299084665
86,33:33:ff:37:a8:0d,22:05:0b:c4:48:f1,0x86DD,14,fe80:0000:0000:0000:00d3:f6bd:3437:a80d,ff02:0000:0000:0000:0000:0001:ff37:a80d,0,0,,,0,0,,,0-131-255-,40,3,88,,,1,,,,1751825538,,,,,,,,,,,,,,,,,,,,,,,,,17711428589056519421
321,01:00:5e:00:00:fb,30:03:c8:3c:a8:85,0x0800,UDP,172.22.125.1,224.0.0.251,0,0,87,0,,,5353,5353,,,,20,,1,,279,,287,1751825538,,,,,,,,,,,,,,,,,,,,,,,,,17823270597801400490
341,33:33:00:00:00:fb,30:03:c8:3c:a8:85,0x86DD,UDP,fe80:0000:0000:0000:8a92:5006:e786:3689,ff02:0000:0000:0000:0000:0000:0000:00fb,0,0,,,0,159085,5353,5353,,0,0,40,,,1,279,,287,1751825538,,,,,,,,,,,,,,,,,,,,,,,,,8425070107305562585
257,01:00:5e:00:00:fb,30:03:c8:3c:a8:85,0x0800,UDP,172.22.125.1,224.0.0.251,0,0,88,0,,,5353,5353,,,,20,,1,,215,,223,1751825538,,,,,,,,,,,,,,,,,,,,,,,,,17823270597801400490
277,33:33:00:00:00:fb,30:03:c8:3c:a8:85,0x86DD,UDP,fe80:0000:0000:0000:8a92:5006:e786:3689,ff02:0000:0000:0000:0000:0000:0000:00fb,0,0,,,0,159085,5353,5353,,0,0,40,,,1,215,,223,1751825538,,,,,,,,,,,,,,,,,,,,,,,,,8425070107305562585
294,ff:ff:ff:ff:ff:ff,a4:00:4e:3d:2a:b0,0x0800,UDP,172.22.123.208,255.255.255.255,48,0,98,0,,,5252,5246,,,,20,,64,,252,,260,1751825539,,,,,,,,,,,,,,,,,,,,,,,,,6408840276716073619
314,33:33:00:00:01:8c,a4:00:4e:3d:2a:b0,0x86DD,UDP,fe80:0000:0000:0000:f407:5f0a:a8a8:b84e,ff02:0000:0000:0000:0000:0000:0000:018c,48,0,,,192,0,5252,5246,,0,0,40,,,1,252,,260,1751825539,,,,,,,,,,,,,,,,,,,,,,,,,13325662502740537167
119,01:00:5e:00:00:fb,9a:29:af:a3:6f:24,0x0800,UDP,172.22.124.245,224.0.0.251,0,0,68,0,,,5353,5353,,,,20,,255,,77,,85,1751825539,,,,,,,,,,,,,,,,,,,,,,,,,802192867596818977
139,33:33:00:00:00:fb,9a:29:af:a3:6f:24,0x86DD,UDP,fe80:0000:0000:0000:9829:afff:fea3:6f24,ff02:0000:0000:0000:0000:0000:0000:00fb,0,0,,,0,734774,5353,5353,,0,0,40,,,255,77,,85,1751825539,,,,,,,,,,,,,,,,,,,,,,,,,2251808901336709672
93,01:00:5e:00:00:fb,34:6f:24:c6:15:13,0x0800,UDP,172.22.121.81,224.0.0.251,0,0,201,0,,,5353,5353,,,,20,,1,,51,,59,1751825539,,,,,,,,,,,,,,,,,,,,,,,,,1366572692455993651
113,33:33:00:00:00:fb,34:6f:24:c6:15:13,0x86DD,UDP,fe80:0000:0000:0000:bba5:a18b:73b3:9dfe,ff02:0000:0000:0000:0000:0000:0000:00fb,0,0,,,0,989830,5353,5353,,0,0,40,,,1,51,,59,1751825539,,,,,,,,,,,,,,,,,,,,,,,,,7180454308768470975
163,33:33:00:01:00:02,a4:00:4e:3d:09:58,0x86DD,UDP,fe80:0000:0000:0000:dde4:5446:385a:ec07,ff02:0000:0000:0000:0000:0000:0001:0002,0,0,,,0,0,546,547,,0,0,40,,,1,101,,109,1751825539,,,,,,,,,,,,,,,,,,,,,,,,,16621253616996502293
243,ff:ff:ff:ff:ff:ff,dc:45:46:ce:5b:ad,0x0800,UDP,172.22.126.22,172.22.127.255,0,0,103,0,,,138,138,,,,20,,128,,201,,209,1751825539,,,,,,,,,,,,,,,,,,,,,,,,,1983261288215949097
294,ff:ff:ff:ff:ff:ff,a4:00:4e:3d:27:50,0x0800,UDP,172.22.123.192,255.255.255.255,48,0,31,0,,,5251,5246,,,,20,,64,,252,,260,1751825539,,,,,,,,,,,,,,,,,,,,,,,,,18034743678104738061
314,33:33:00:00:01:8c,a4:00:4e:3d:27:50,0x86DD,UDP,fe80:0000:0000:0000:1801:4b57:7dc7:8280,ff02:0000:0000:0000:0000:0000:0000:018c,48,0,,,192,0,5251,5246,,0,0,40,,,1,252,,260,1751825539,,,,,,,,,,,,,,,,,,,,,,,,,17393715091974390472
92,ff:ff:ff:ff:ff:ff,10:68:38:a3:ff:49,0x0800,UDP,172.22.120.137,172.22.127.255,0,0,228,0,,,137,137,,,,20,,128,,50,,58,1751825539,,,,,,,,,,,,,,,,,,,,,,,,,5744518551174260364
175,ff:ff:ff:ff:ff:ff,16:23:10:8c:b8:de,0x0800,UDP,172.22.122.209,255.255.255.255,0,0,31,0,,,17500,17500,,,,20,,64,,133,,141,1751825539,,,,,,,,,,,,,,,,,,,,,,,,,15979486720247210301
175,ff:ff:ff:ff:ff:ff,16:23:10:8c:b8:de,0x0800,UDP,172.22.122.209,172.22.127.255,0,0,132,0,,,17500,17500,,,,20,,64,,133,,141,1751825539,,,,,,,,,,,,,,,,,,,,,,,,,11529066403223876577
512,00:fd:22:38:9e:5c,30:03:c8:3c:a8:85,0x0800,UDP,172.22.125.1,142.251.220.68,0,0,229,0,,,61240,443,,,,20,,128,,1250,,1258,1751825539,,,,,,,,,,,,,,,,,,,,,,,,,5710391236528867250
512,00:fd:22:38:9e:5c,30:03:c8:3c:a8:85,0x0800,UDP,172.22.125.1,142.251.220.68,0,0,230,0,,,61240,443,,,,20,,128,,1250,,1258,1751825539,,,,,,,,,,,,,,,,,,,,,,,,,5710391236528867250
119,00:fd:22:38:9e:5c,30:03:c8:3c:a8:85,0x0800,UDP,172.22.125.1,142.251.220.68,0,0,231,0,,,61240,443,,,,20,,128,,77,,85,1751825539,,,,,,,,,,,,,,,,,,,,,,,,,5710391236528867250
82,30:03:c8:3c:a8:85,f8:c6:50:3f:58:ef,0x0800,UDP,142.251.220.68,172.22.125.1,0,0,0,0,,,443,61240,,,,20,,59,,40,,48,1751825539,,,,,,,,,,,,,,,,,,,,,,,,,1790818140928488173
512,30:03:c8:3c:a8:85,f8:c6:50:3f:58:ef,0x0800,UDP,142.251.220.68,172.22.125.1,0,0,0,0,,,443,61240,,,,20,,59,,1250,,1258,1751825539,,,,,,,,,,,,,,,,,,,,,,,,,1790818140928488173
512,00:fd:22:38:9e:5c,30:03:c8:3c:a8:85,0x0800,UDP,172.22.125.1,142.251.220.68,0,0,232,0,,,61240,443,,,,20,,128,,1250,,1258,1751825539,,,,,,,,,,,,,,,,,,,,,,,,,5710391236528867250
90,33:33:00:00:00:16,e2:d6:41:87:1e:8a,0x86DD,246,fe80:0000:0000:0000:e0d6:41ff:fe87:1e8a,ff02:0000:0000:0000:0000:0000:0000:0016,0,0,,,0,0,,,0-143-4-0-255-,1120,5,2272,,,1,,,,1751825539,,,,,,,,,,,,,,,,,,,,,,,,,1187238589795403003
512,30:03:c8:3c:a8:85,f8:c6:50:3f:58:ef,0x0800,UDP,142.251.220.68,172.22.125.1,0,0,0,0,,,443,61240,,,,20,,59,,1250,,1258,1751825539,,,,,,,,,,,,,,,,,,,,,,,,,1790818140928488173
336,30:03:c8:3c:a8:85,f8:c6:50:3f:58:ef,0x0800,UDP,142.251.220.68,172.22.125.1,0,0,0,0,,,443,61240,,,,20,,59,,294,,302,1751825539,,,,,,,,,,,,,,,,,,,,,,,,,1790818140928488173
512,30:03:c8:3c:a8:85,f8:c6:50:3f:58:ef,0x0800,UDP,142.251.220.68,172.22.125.1,0,0,0,0,,,443,61240,,,,20,,59,,956,,964,1751825539,,,,,,,,,,,,,,,,,,,,,,,,,1790818140928488173
109,30:03:c8:3c:a8:85,f8:c6:50:3f:58:ef,0x0800,UDP,142.251.220.68,172.22.125.1,0,0,0,0,,,443,61240,,,,20,,59,,67,,75,1751825539,,,,,,,,,,,,,,,,,,,,,,,,,1790818140928488173
66,30:03:c8:3c:a8:85,00:fd:22:38:9e:5c,0x0800,UDP,142.251.220.68,172.22.125.1,0,0,0,0,,,443,61240,,,,20,,59,,24,,32,1751825539,,,,,,,,,,,,,,,,,,,,,,,,,1790818140928488173
120,00:fd:22:38:9e:5c,30:03:c8:3c:a8:85,0x0800,UDP,172.22.125.1,142.251.220.68,0,0,233,0,,,61240,443,,,,20,,128,,78,,86,1751825539,,,,,,,,,,,,,,,,,,,,,,,,,5710391236528867250
73,00:fd:22:38:9e:5c,30:03:c8:3c:a8:85,0x0800,UDP,172.22.125.1,142.251.220.68,0,0,234,0,,,61240,443,,,,20,,128,,31,,39,1751825539,,,,,,,,,,,,,,,,,,,,,,,,,5710391236528867250
512,30:03:c8:3c:a8:85,00:fd:22:38:9e:5c,0x0800,UDP,142.251.220.68,172.22.125.1,0,0,0,0,,,443,61240,,,,20,,59,,1250,,1258,1751825539,,,,,,,,,,,,,,,,,,,,,,,,,1790818140928488173
162,30:03:c8:3c:a8:85,00:fd:22:38:9e:5c,0x0800,UDP,142.251.220.68,172.22.125.1,0,0,0,0,,,443,61240,,,,20,,59,,120,,128,1751825539,,,,,,,,,,,,,,,,,,,,,,,,,1790818140928488173
75,00:fd:22:38:9e:5c,30:03:c8:3c:a8:85,0x0800,UDP,172.22.125.1,142.251.220.68,0,0,235,0,,,61240,443,,,,20,,128,,33,,41,1751825539,,,,,,,,,,,,,,,,,,,,,,,,,5710391236528867250
93,01:00:5e:00:00:fb,34:6f:24:c6:15:13,0x0800,UDP,172.22.121.81,224.0.0.251,0,0,203,0,,,5353,5353,,,,20,,1,,51,,59,1751825539,,,,,,,,,,,,,,,,,,,,,,,,,1366572692455993651
113,33:33:00:00:00:fb,34:6f:24:c6:15:13,0x86DD,UDP,fe80:0000:0000:0000:bba5:a18b:73b3:9dfe,ff02:0000:0000:0000:0000:0000:0000:00fb,0,0,,,0,989830,5353,5353,,0,0,40,,,1,51,,59,1751825539,,,,,,,,,,,,,,,,,,,,,,,,,7180454308768470975
87,01:00:5e:00:00:fb,34:6f:24:c6:15:13,0x0800,UDP,172.22.121.81,224.0.0.251,0,0,204,0,,,5353,5353,,,,20,,255,,45,,53,1751825539,,,,,,,,,,,,,,,,,,,,,,,,,1366572692455993651
107,33:33:00:00:00:fb,34:6f:24:c6:15:13,0x86DD,UDP,fe80:0000:0000:0000:bba5:a18b:73b3:9dfe,ff02:0000:0000:0000:0000:0000:0000:00fb,0,0,,,0,734681,5353,5353,,0,0,40,,,255,45,,53,1751825539,,,,,,,,,,,,,,,,,,,,,,,,,7180454308768470975
167,01:00:5e:7f:ff:fa,34:6f:24:c6:15:13,0x0800,UDP,172.22.121.81,239.255.255.250,0,0,161,0,,,65532,1900,,,,20,,255,,125,,133,1751825539,,,,,,,,,,,,,,,,,,,,,,,,,13154262507935913233
167,01:00:5e:7f:ff:fa,1e:ef:07:63:7f:bd,0x0800,UDP,172.22.124.250,239.255.255.250,0,0,114,0,,,42473,1900,,,,20,,255,,125,,133,1751825539,,,,,,,,,,,,,,,,,,,,,,,,,6023026821792174624
87,01:00:5e:00:00:fb,1e:ef:07:63:7f:bd,0x0800,UDP,172.22.124.250,224.0.0.251,0,0,119,0,,,5353,5353,,,,20,,255,,45,,53,1751825539,,,,,,,,,,,,,,,,,,,,,,,,,17864733445193145942
107,33:33:00:00:00:fb,1e:ef:07:63:7f:bd,0x86DD,UDP,fe80:0000:0000:0000:1cef:07ff:fe63:7fbd,ff02:0000:0000:0000:0000:0000:0000:00fb,0,0,,,0,596860,5353,5353,,0,0,40,,,255,45,,53,1751825539,,,,,,,,,,,,,,,,,,,,,,,,,7652440801523833274
82,01:00:5e:00:00:fb,1e:ef:07:63:7f:bd,0x0800,UDP,172.22.124.250,224.0.0.251,0,0,120,0,,,5353,5353,,,,20,,255,,40,,48,1751825539,,,,,,,,,,,,,,,,,,,,,,,,,17864733445193145942
102,33:33:00:00:00:fb,1e:ef:07:63:7f:bd,0x86DD,UDP,fe80:0000:0000:0000:1cef:07ff:fe63:7fbd,ff02:0000:0000:0000:0000:0000:0000:00fb,0,0,,,0,596860,5353,5353,,0,0,40,,,255,40,,48,1751825539,,,,,,,,,,,,,,,,,,,,,,,,,7652440801523833274
103,01:00:5e:00:00:fb,1e:ef:07:63:7f:bd,0x0800,UDP,172.22.124.250,224.0.0.251,0,0,121,0,,,5353,5353,,,,20,,255,,61,,69,1751825539,,,,,,,,,,,,,,,,,,,,,,,,,17864733445193145942
123,33:33:00:00:00:fb,1e:ef:07:63:7f:bd,0x86DD,UDP,fe80:0000:0000:0000:1cef:07ff:fe63:7fbd,ff02:0000:0000:0000:0000:0000:0000:00fb,0,0,,,0,596860,5353,5353,,0,0,40,,,255,61,,69,1751825539,,,,,,,,,,,,,,,,,,,,,,,,,7652440801523833274
119,01:00:5e:00:00:fb,1e:ef:07:63:7f:bd,0x0800,UDP,172.22.124.250,224.0.0.251,0,0,123,0,,,5353,5353,,,,20,,255,,77,,85,1751825539,,,,,,,,,,,,,,,,,,,,,,,,,17864733445193145942
139,33:33:00:00:00:fb,1e:ef:07:63:7f:bd,0x86DD,UDP,fe80:0000:0000:0000:1cef:07ff:fe63:7fbd,ff02:0000:0000:0000:0000:0000:0000:00fb,0,0,,,0,596860,5353,5353,,0,0,40,,,255,77,,85,1751825539,,,,,,,,,,,,,,,,,,,,,,,,,7652440801523833274
299,01:00:5e:00:00:fb,34:6f:24:c6:15:13,0x0800,UDP,172.22.121.81,224.0.0.251,0,0,205,0,,,5353,5353,,,,20,,1,,257,,265,1751825539,,,,,,,,,,,,,,,,,,,,,,,,,1366572692455993651
319,33:33:00:00:00:fb,34:6f:24:c6:15:13,0x86DD,UDP,fe80:0000:0000:0000:bba5:a18b:73b3:9dfe,ff02:0000:0000:0000:0000:0000:0000:00fb,0,0,,,0,989830,5353,5353,,0,0,40,,,1,257,,265,1751825539,,,,,,,,,,,,,,,,,,,,,,,,,7180454308768470975
235,01:00:5e:00:00:fb,34:6f:24:c6:15:13,0x0800,UDP,172.22.121.81,224.0.0.251,0,0,206,0,,,5353,5353,,,,20,,1,,193,,201,1751825539,,,,,,,,,,,,,,,,,,,,,,,,,1366572692455993651
255,33:33:00:00:00:fb,34:6f:24:c6:15:13,0x86DD,UDP,fe80:0000:0000:0000:bba5:a18b:73b3:9dfe,ff02:0000:0000:0000:0000:0000:0000:00fb,0,0,,,0,989830,5353,5353,,0,0,40,,,1,193,,201,1751825539,,,,,,,,,,,,,,,,,,,,,,,,,7180454308768470975
294,ff:ff:ff:ff:ff:ff,a4:00:4e:3d:2b:00,0x0800,UDP,172.22.121.195,255.255.255.255,48,0,26,0,,,5279,5246,,,,20,,64,,252,,260,1751825539,,,,,,,,,,,,,,,,,,,,,,,,,7298147102409572966
314,33:33:00:00:01:8c,a4:00:4e:3d:2b:00,0x86DD,UDP,fe80:0000:0000:0000:a479:72ea:bd01:0070,ff02:0000:0000:0000:0000:0000:0000:018c,48,0,,,192,0,5279,5246,,0,0,40,,,1,252,,260,1751825539,,,,,,,,,,,,,,,,,,,,,,,,,6515985969617935056
186,ff:ff:ff:ff:ff:ff,94:bb:43:c1:23:3c,0x0800,UDP,172.22.121.74,172.22.127.255,0,0,3,0,,,54592,51007,,,,20,,128,,144,,152,1751825539,,,,,,,,,,,,,,,,,,,,,,,,,9470533654828626356
104,00:fd:22:38:9e:5c,30:03:c8:3c:a8:85,0x0800,TCP,172.22.125.1,4.195.15.176,0,0,37,0,,,56322,443,,,,20,20,128,,50,254,,1751825539,0x24,2718876225,1566073191,,,,,,,,,,,,,,,,,,,,,,456092331062521076
212,01:00:5e:7f:ff:fa,b8:1e:a4:a6:1e:49,0x0800,UDP,172.22.121.69,239.255.255.250,0,0,43,0,,,56026,1900,,,,20,,1,,170,,178,1751825539,,,,,,,,,,,,,,,,,,,,,,,,,11680042612085092970
82,01:00:5e:00:00:fb,c8:94:02:69:ba:17,0x0800,UDP,172.22.123.1,224.0.0.251,0,0,29,0,,,5353,5353,,,,20,,1,,40,,48,1751825540,,,,,,,,,,,,,,,,,,,,,,,,,9018072769248729549
102,33:33:00:00:00:fb,c8:94:02:69:ba:17,0x86DD,UDP,fe80:0000:0000:0000:205b:4537:b75d:7d0f,ff02:0000:0000:0000:0000:0000:0000:00fb,0,0,,,0,806338,5353,5353,,0,0,40,,,1,40,,48,1751825540,,,,,,,,,,,,,,,,,,,,,,,,,15545155473176863809
82,01:00:5e:00:00:fb,c8:94:02:69:ba:17,0x0800,UDP,172.22.123.1,224.0.0.251,0,0,30,0,,,5353,5353,,,,20,,1,,40,,48,1751825540,,,,,,,,,,,,,,,,,,,,,,,,,9018072769248729549
102,33:33:00:00:00:fb,c8:94:02:69:ba:17,0x86DD,UDP,fe80:0000:0000:0000:205b:4537:b75d:7d0f,ff02:0000:0000:0000:0000:0000:0000:00fb,0,0,,,0,806338,5353,5353,,0,0,40,,,1,40,,48,1751825540,,,,,,,,,,,,,,,,,,,,,,,,,15545155473176863809
102,33:33:00:00:00:fb,c8:94:02:69:ba:17,0x86DD,UDP,fe80:0000:0000:0000:205b:4537:b75d:7d0f,ff02:0000:0000:0000:0000:0000:0000:00fb,0,0,,,0,121369,5353,5353,,0,0,40,,,1,40,,48,1751825540,,,,,,,,,,,,,,,,,,,,,,,,,15545155473176863809
102,33:33:00:00:00:fb,c8:94:02:69:ba:17,0x86DD,UDP,fe80:0000:0000:0000:205b:4537:b75d:7d0f,ff02:0000:0000:0000:0000:0000:0000:00fb,0,0,,,0,121369,5353,5353,,0,0,40,,,1,40,,48,1751825540,,,,,,,,,,,,,,,,,,,,,,,,,15545155473176863809
93,30:03:c8:3c:a8:85,00:fd:22:38:9e:5c,0x0800,TCP,4.195.15.176,172.22.125.1,0,0,142,0,,,443,56322,,,,20,20,111,,39,16382,,1751825540,0x24,1566073191,2718876275,,,,,,,,,,,,,,,,,,,,,,4354941336258476322
54,00:fd:22:38:9e:5c,30:03:c8:3c:a8:85,0x0800,TCP,172.22.125.1,4.195.15.176,0,0,38,0,,,56322,443,,,,20,20,128,,0,254,,1751825540,0x16,2718876275,1566073230,,,,,,,,,,,,,,,,,,,,,,456092331062521076
243,ff:ff:ff:ff:ff:ff,c8:94:02:69:ba:17,0x0800,UDP,172.22.123.1,172.22.127.255,0,0,11,0,,,138,138,,,,20,,128,,201,,209,1751825540,,,,,,,,,,,,,,,,,,,,,,,,,9696256886669229273
92,ff:ff:ff:ff:ff:ff,10:68:38:a3:ff:49,0x0800,UDP,172.22.120.137,172.22.127.255,0,0,229,0,,,137,137,,,,20,,128,,50,,58,1751825540,,,,,,,,,,,,,,,,,,,,,,,,,5744518551174260364
86,ff:ff:ff:ff:ff:ff,b8:1e:a4:a6:1e:49,0x0800,UDP,172.22.121.69,172.22.127.255,0,0,53,0,,,57621,57621,,,,20,,128,,44,,52,1751825540,,,,,,,,,,,,,,,,,,,,,,,,,18292251053967158592
86,33:33:00:00:00:fb,fa:86:b7:0a:6c:51,0x86DD,4,fe80:0000:0000:0000:f886:b7ff:fe0a:6c51,ff02:0000:0000:0000:0000:0000:0000:00fb,0,0,,,0,0,,,0-131-255-,40,3,88,,,1,,,,1751825540,,,,,,,,,,,,,,,,,,,,,,,,,11741727959868307762
86,33:33:ff:0a:6c:51,fa:86:b7:0a:6c:51,0x86DD,7,fe80:0000:0000:0000:f886:b7ff:fe0a:6c51,ff02:0000:0000:0000:0000:0001:ff0a:6c51,0,0,,,0,0,,,0-131-255-,40,3,88,,,1,,,,1751825540,,,,,,,,,,,,,,,,,,,,,,,,,18066623461333218102
86,33:33:ff:7e:ff:2c,a0:59:50:3a:9e:77,0x86DD,7,fe80:0000:0000:0000:1bc5:c1e0:9a7e:ff2c,ff02:0000:0000:0000:0000:0001:ff7e:ff2c,0,0,,,0,0,,,0-131-255-,40,3,88,,,1,,,,1751825540,,,,,,,,,,,,,,,,,,,,,,,,,9837989894867550900
86,33:33:00:01:00:03,a0:59:50:3a:9e:77,0x86DD,7,fe80:0000:0000:0000:1bc5:c1e0:9a7e:ff2c,ff02:0000:0000:0000:0000:0000:0001:0003,0,0,,,0,0,,,0-131-255-,40,3,88,,,1,,,,1751825540,,,,,,,,,,,,,,,,,,,,,,,,,10826375091181779140
86,33:33:00:00:00:fb,a0:59:50:3a:9e:77,0x86DD,7,fe80:0000:0000:0000:1bc5:c1e0:9a7e:ff2c,ff02:0000:0000:0000:0000:0000:0000:00fb,0,0,,,0,0,,,0-131-255-,40,3,88,,,1,,,,1751825540,,,,,,,,,,,,,,,,,,,,,,,,,16291638682023795370
86,33:33:00:00:00:0c,a0:59:50:3a:9e:77,0x86DD,7,fe80:0000:0000:0000:1bc5:c1e0:9a7e:ff2c,ff02:0000:0000:0000:0000:0000:0000:000c,0,0,,,0,0,,,0-131-255-,40,3,88,,,1,,,,1751825540,,,,,,,,,,,,,,,,,,,,,,,,,16331714820465960694
86,33:33:ff:a2:6c:f9,b2:5f:0a:a2:6c:f9,0x86DD,7,fe80:0000:0000:0000:b05f:0aff:fea2:6cf9,ff02:0000:0000:0000:0000:0001:ffa2:6cf9,0,0,,,0,0,,,0-131-255-,40,3,88,,,1,,,,1751825540,,,,,,,,,,,,,,,,,,,,,,,,,3478314946691672872
86,33:33:00:00:00:02,b2:5f:0a:a2:6c:f9,0x86DD,7,fe80:0000:0000:0000:b05f:0aff:fea2:6cf9,ff02:0000:0000:0000:0000:0000:0000:0002,0,0,,,0,0,,,0-131-255-,40,3,88,,,1,,,,1751825540,,,,,,,,,,,,,,,,,,,,,,,,,7469355969610149486
86,33:33:00:00:00:02,b2:5f:0a:a2:6c:f9,0x86DD,108,fe80:0000:0000:0000:b05f:0aff:fea2:6cf9,ff05:0000:0000:0000:0000:0000:0000:0002,0,0,,,0,0,,,0-131-255-,64,3,2104,,,1,,,,1751825540,,,,,,,,,,,,,,,,,,,,,,,,,9997344973929046218
86,33:33:ff:00:00:00,b2:5f:0a:a2:6c:f9,0x86DD,7,fe80:0000:0000:0000:b05f:0aff:fea2:6cf9,ff02:0000:0000:0000:0000:0001:ff00:0000,0,0,,,0,0,,,0-131-255-,40,3,88,,,1,,,,1751825540,,,,,,,,,,,,,,,,,,,,,,,,,3417638024867267398
